timestamp,value
12:30 AM,2
1:30 AM,4
2:30 AM,4
3:30 AM,1
4:30 AM,2
5:30 AM,2
6:30 AM,4
7:30 AM,5
8:30 AM,0
9:30 AM,2
10:30 AM,3
11:30 AM,5
12:30 PM,3
1:30 PM,0
2:30 PM,0
3:30 PM,1
4:30 PM,40
5:30 PM,3
6:30 PM,0
7:30 PM,1
8:30 PM,10
9:30 PM,1
10:30 PM,1
11:30 PM,17
